('Fold : ', 0)
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
Iter 130, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 131, Minibatch Loss= 84.388097, Training Accuracy= 0.98667
Iter 132, Minibatch Loss= 39.771510, Training Accuracy= 0.99333
Iter 133, Minibatch Loss= 20.742213, Training Accuracy= 0.99333
Iter 134, Minibatch Loss= 86.508097, Training Accuracy= 0.98667
Iter 135, Minibatch Loss= 33.166147, Training Accuracy= 0.98667
Iter 136, Minibatch Loss= 103.120288, Training Accuracy= 0.98667
Iter 137, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 138, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 139, Minibatch Loss= 9.550625, Training Accuracy= 0.99333
Iter 140, Minibatch Loss= 3.805312, Training Accuracy= 0.99333
Iter 141, Minibatch Loss= 275.312037, Training Accuracy= 0.98000
Iter 142, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 143, Minibatch Loss= 11.710599, Training Accuracy= 0.99333
Iter 144, Minibatch Loss= 167.166697, Training Accuracy= 0.98667
Iter 145, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 146, Minibatch Loss= 146.067525, Training Accuracy= 0.98667
Iter 147, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 148, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 149, Minibatch Loss= 51.391184, Training Accuracy= 0.99333
Iter 150, Minibatch Loss= 95.158674, Training Accuracy= 0.98000
Iter 151, Minibatch Loss= 101.737661, Training Accuracy= 0.98667
Iter 152, Minibatch Loss= 30.404635, Training Accuracy= 0.99333
Iter 153, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 154, Minibatch Loss= 165.129059, Training Accuracy= 0.99333
Iter 155, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 156, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 157, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 158, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 159, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 160, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 161, Minibatch Loss= 43.755371, Training Accuracy= 0.99333
Iter 162, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 163, Minibatch Loss= 123.994598, Training Accuracy= 0.99333
Iter 164, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 165, Minibatch Loss= 17.250390, Training Accuracy= 0.99333
Iter 166, Minibatch Loss= 2.910000, Training Accuracy= 0.99333
Iter 167, Minibatch Loss= 166.459351, Training Accuracy= 0.98000
Iter 168, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 169, Minibatch Loss= 268.469849, Training Accuracy= 0.99333
Iter 170, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 171, Minibatch Loss= 22.260417, Training Accuracy= 0.98667
Iter 172, Minibatch Loss= 79.059153, Training Accuracy= 0.98667
Iter 173, Minibatch Loss= 11.492786, Training Accuracy= 0.98667
Iter 174, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 175, Minibatch Loss= 26.350156, Training Accuracy= 0.99333
Iter 176, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 177, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 178, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 179, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 180, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 181, Minibatch Loss= 219.990311, Training Accuracy= 0.97333
Iter 182, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 183, Minibatch Loss= 296.592367, Training Accuracy= 0.97333
Iter 184, Minibatch Loss= 151.525386, Training Accuracy= 0.98667
Iter 185, Minibatch Loss= 26.113907, Training Accuracy= 0.99333
Iter 186, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 187, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 188, Minibatch Loss= 18.332396, Training Accuracy= 0.99333
Iter 189, Minibatch Loss= 28.764882, Training Accuracy= 0.99333
Iter 190, Minibatch Loss= 84.435913, Training Accuracy= 0.98667
Iter 191, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 192, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 193, Minibatch Loss= 187.077708, Training Accuracy= 0.98000
Iter 194, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 195, Minibatch Loss= 2.996042, Training Accuracy= 0.99333
Iter 196, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 197, Minibatch Loss= 55.729950, Training Accuracy= 0.98667
Iter 198, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 199, Minibatch Loss= 161.538907, Training Accuracy= 0.97333

Training complete!
('accuracy : ', 0.6875)
('precision : ', 0.63541666666666663)
('recall : ', 0.6875)
('f1 : ', 0.64702380952380945)


('Fold : ', 8)
Iter 0, Minibatch Loss= 140043.067708, Training Accuracy= 0.14667
Iter 1, Minibatch Loss= 107607.406250, Training Accuracy= 0.24000
Iter 2, Minibatch Loss= 110103.981771, Training Accuracy= 0.10000
Iter 3, Minibatch Loss= 73743.812500, Training Accuracy= 0.20000
Iter 4, Minibatch Loss= 61546.075521, Training Accuracy= 0.21333
Iter 5, Minibatch Loss= 62889.704427, Training Accuracy= 0.24000
Iter 6, Minibatch Loss= 52615.197917, Training Accuracy= 0.28000
Iter 7, Minibatch Loss= 38509.444010, Training Accuracy= 0.36667
Iter 8, Minibatch Loss= 41964.876302, Training Accuracy= 0.24000
Iter 9, Minibatch Loss= 31769.524089, Training Accuracy= 0.36000
Iter 10, Minibatch Loss= 25080.097005, Training Accuracy= 0.47333
Iter 11, Minibatch Loss= 24685.214193, Training Accuracy= 0.48667
Iter 12, Minibatch Loss= 22464.191406, Training Accuracy= 0.50000
Iter 13, Minibatch Loss= 19861.866536, Training Accuracy= 0.46000
Iter 14, Minibatch Loss= 18054.472005, Training Accuracy= 0.58000
Iter 15, Minibatch Loss= 16770.007161, Training Accuracy= 0.61333
Iter 16, Minibatch Loss= 13751.362630, Training Accuracy= 0.62667
Iter 17, Minibatch Loss= 9577.696940, Training Accuracy= 0.68667
Iter 18, Minibatch Loss= 15236.697591, Training Accuracy= 0.58667
Iter 19, Minibatch Loss= 12740.272949, Training Accuracy= 0.59333
Iter 20, Minibatch Loss= 9083.717122, Training Accuracy= 0.65333
Iter 21, Minibatch Loss= 10387.326823, Training Accuracy= 0.65333
Iter 22, Minibatch Loss= 6364.858480, Training Accuracy= 0.76000
Iter 23, Minibatch Loss= 7943.142253, Training Accuracy= 0.72667
Iter 24, Minibatch Loss= 6007.371012, Training Accuracy= 0.78000
Iter 25, Minibatch Loss= 7261.430013, Training Accuracy= 0.75333
Iter 26, Minibatch Loss= 5568.009115, Training Accuracy= 0.72667
Iter 27, Minibatch Loss= 5616.676188, Training Accuracy= 0.78000
Iter 28, Minibatch Loss= 2992.779948, Training Accuracy= 0.81333
Iter 29, Minibatch Loss= 7507.719727, Training Accuracy= 0.70000
Iter 30, Minibatch Loss= 4353.263916, Training Accuracy= 0.82000
Iter 31, Minibatch Loss= 3933.618978, Training Accuracy= 0.82000
Iter 32, Minibatch Loss= 5613.459229, Training Accuracy= 0.77333
Iter 33, Minibatch Loss= 2402.518392, Training Accuracy= 0.85333
Iter 34, Minibatch Loss= 2689.902751, Training Accuracy= 0.82667
Iter 35, Minibatch Loss= 2706.823730, Training Accuracy= 0.86000
Iter 36, Minibatch Loss= 3672.396729, Training Accuracy= 0.82000
Iter 37, Minibatch Loss= 3913.109619, Training Accuracy= 0.82667
Iter 38, Minibatch Loss= 3097.467855, Training Accuracy= 0.83333
Iter 39, Minibatch Loss= 2914.431763, Training Accuracy= 0.84667
Iter 40, Minibatch Loss= 2450.595133, Training Accuracy= 0.86667
Iter 41, Minibatch Loss= 1816.068888, Training Accuracy= 0.88000
Iter 42, Minibatch Loss= 1528.236410, Training Accuracy= 0.86667
Iter 43, Minibatch Loss= 1530.817179, Training Accuracy= 0.91333
Iter 44, Minibatch Loss= 2587.172933, Training Accuracy= 0.84667
Iter 45, Minibatch Loss= 2111.411214, Training Accuracy= 0.89333
Iter 46, Minibatch Loss= 645.467092, Training Accuracy= 0.92667
Iter 47, Minibatch Loss= 1363.855021, Training Accuracy= 0.90000
Iter 48, Minibatch Loss= 1164.012492, Training Accuracy= 0.88667
Iter 49, Minibatch Loss= 1328.881022, Training Accuracy= 0.90667
Iter 50, Minibatch Loss= 812.367350, Training Accuracy= 0.92667
Iter 51, Minibatch Loss= 906.976980, Training Accuracy= 0.91333
Iter 52, Minibatch Loss= 653.476481, Training Accuracy= 0.94667
Iter 53, Minibatch Loss= 931.553955, Training Accuracy= 0.92667
Iter 54, Minibatch Loss= 1152.388448, Training Accuracy= 0.91333
Iter 55, Minibatch Loss= 376.014821, Training Accuracy= 0.94000
Iter 56, Minibatch Loss= 336.598302, Training Accuracy= 0.96000
Iter 57, Minibatch Loss= 511.502462, Training Accuracy= 0.94667
Iter 58, Minibatch Loss= 1125.907349, Training Accuracy= 0.90000
Iter 59, Minibatch Loss= 791.985392, Training Accuracy= 0.92667
Iter 60, Minibatch Loss= 604.244914, Training Accuracy= 0.95333
Iter 61, Minibatch Loss= 505.373840, Training Accuracy= 0.96667
Iter 62, Minibatch Loss= 486.506510, Training Accuracy= 0.96667
Iter 63, Minibatch Loss= 140.595830, Training Accuracy= 0.98000
Iter 64, Minibatch Loss= 552.053192, Training Accuracy= 0.94000
Iter 65, Minibatch Loss= 175.204297, Training Accuracy= 0.96667
Iter 66, Minibatch Loss= 254.430045, Training Accuracy= 0.98000
Iter 67, Minibatch Loss= 416.510747, Training Accuracy= 0.96667
Iter 68, Minibatch Loss= 461.583789, Training Accuracy= 0.93333
Iter 69, Minibatch Loss= 634.388763, Training Accuracy= 0.94667
Iter 70, Minibatch Loss= 1031.022888, Training Accuracy= 0.94667
Iter 71, Minibatch Loss= 635.279327, Training Accuracy= 0.93333
Iter 72, Minibatch Loss= 69.895467, Training Accuracy= 0.99333
Iter 73, Minibatch Loss= 414.618174, Training Accuracy= 0.96000
Iter 74, Minibatch Loss= 297.068400, Training Accuracy= 0.96000
Iter 75, Minibatch Loss= 172.743563, Training Accuracy= 0.96000
Iter 76, Minibatch Loss= 161.200592, Training Accuracy= 0.94667
Iter 77, Minibatch Loss= 604.946447, Training Accuracy= 0.95333
Iter 78, Minibatch Loss= 334.622645, Training Accuracy= 0.96000
Iter 79, Minibatch Loss= 262.344868, Training Accuracy= 0.96667
Iter 80, Minibatch Loss= 685.229329, Training Accuracy= 0.95333
Iter 81, Minibatch Loss= 22.860964, Training Accuracy= 0.99333
Iter 82, Minibatch Loss= 505.217504, Training Accuracy= 0.96000
Iter 83, Minibatch Loss= 9.087513, Training Accuracy= 0.99333
Iter 84, Minibatch Loss= 46.046407, Training Accuracy= 0.99333
Iter 85, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 86, Minibatch Loss= 330.481944, Training Accuracy= 0.96667
Iter 87, Minibatch Loss= 247.860229, Training Accuracy= 0.97333
Iter 88, Minibatch Loss= 59.639608, Training Accuracy= 0.99333
Iter 89, Minibatch Loss= 71.086380, Training Accuracy= 0.98667
Iter 90, Minibatch Loss= 264.096015, Training Accuracy= 0.96000
Iter 91, Minibatch Loss= 124.123428, Training Accuracy= 0.98667
Iter 92, Minibatch Loss= 54.545415, Training Accuracy= 0.99333
Iter 93, Minibatch Loss= 152.240112, Training Accuracy= 0.98000
Iter 94, Minibatch Loss= 230.311139, Training Accuracy= 0.96667
Iter 95, Minibatch Loss= 173.356567, Training Accuracy= 0.98667
Iter 96, Minibatch Loss= 177.365033, Training Accuracy= 0.96667
Iter 97, Minibatch Loss= 191.498169, Training Accuracy= 0.98667
Iter 98, Minibatch Loss= 195.397868, Training Accuracy= 0.98000
Iter 99, Minibatch Loss= 176.685544, Training Accuracy= 0.97333
Iter 100, Minibatch Loss= 307.672647, Training Accuracy= 0.97333
Iter 101, Minibatch Loss= 335.522298, Training Accuracy= 0.97333
Iter 102, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 103, Minibatch Loss= 46.748286, Training Accuracy= 0.99333
Iter 104, Minibatch Loss= 133.592941, Training Accuracy= 0.97333
Iter 105, Minibatch Loss= 0.665781, Training Accuracy= 0.99333
Iter 106, Minibatch Loss= 311.330536, Training Accuracy= 0.96000
Iter 107, Minibatch Loss= 222.642008, Training Accuracy= 0.97333
Iter 108, Minibatch Loss= 70.989377, Training Accuracy= 0.97333
Iter 109, Minibatch Loss= 86.383631, Training Accuracy= 0.98667
Iter 110, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 111, Minibatch Loss= 533.281840, Training Accuracy= 0.96667
Iter 112, Minibatch Loss= 356.878225, Training Accuracy= 0.97333
Iter 113, Minibatch Loss= 243.754303, Training Accuracy= 0.97333
Iter 114, Minibatch Loss= 229.658183, Training Accuracy= 0.98667
Iter 115, Minibatch Loss= 269.996572, Training Accuracy= 0.97333
Iter 116, Minibatch Loss= 9.314284, Training Accuracy= 0.98667
Iter 117, Minibatch Loss= 560.122599, Training Accuracy= 0.98667
Iter 118, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 119, Minibatch Loss= 126.567240, Training Accuracy= 0.99333
Iter 120, Minibatch Loss= 16.341250, Training Accuracy= 0.99333
Iter 121, Minibatch Loss= 137.585576, Training Accuracy= 0.98000
Iter 122, Minibatch Loss= 135.827443, Training Accuracy= 0.98667
Iter 123, Minibatch Loss= 110.601120, Training Accuracy= 0.98667
Iter 124, Minibatch Loss= 174.564006, Training Accuracy= 0.98667
Iter 125, Minibatch Loss= 170.150107, Training Accuracy= 0.97333
Iter 126, Minibatch Loss= 124.063864, Training Accuracy= 0.98000
Iter 127, Minibatch Loss= 63.462891, Training Accuracy= 0.98667
Iter 128, Minibatch Loss= 122.116892, Training Accuracy= 0.98667
Iter 129, Minibatch Loss= 110.476562, Training Accuracy= 0.98000
Iter 130, Minibatch Loss= 201.941762, Training Accuracy= 0.97333
Iter 131, Minibatch Loss= 134.009349, Training Accuracy= 0.98000
Iter 132, Minibatch Loss= 93.544840, Training Accuracy= 0.99333
Iter 133, Minibatch Loss= 108.324946, Training Accuracy= 0.98667
Iter 134, Minibatch Loss= 57.660055, Training Accuracy= 0.99333
Iter 135, Minibatch Loss= 52.990041, Training Accuracy= 0.99333
Iter 136, Minibatch Loss= 219.522298, Training Accuracy= 0.98667
Iter 137, Minibatch Loss= 6.015312, Training Accuracy= 0.99333
Iter 138, Minibatch Loss= 58.844494, Training Accuracy= 0.98667
Iter 139, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 140, Minibatch Loss= 5.174440, Training Accuracy= 0.99333
Iter 141, Minibatch Loss= 30.343282, Training Accuracy= 0.99333
Iter 142, Minibatch Loss= 90.124805, Training Accuracy= 0.98667
Iter 143, Minibatch Loss= 133.123347, Training Accuracy= 0.98667
Iter 144, Minibatch Loss= 6.288281, Training Accuracy= 0.99333
Iter 145, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 146, Minibatch Loss= 292.229388, Training Accuracy= 0.97333
Iter 147, Minibatch Loss= 1.570977, Training Accuracy= 0.99333
Iter 148, Minibatch Loss= 222.334849, Training Accuracy= 0.97333
Iter 149, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 150, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 151, Minibatch Loss= 132.116266, Training Accuracy= 0.97333
Iter 152, Minibatch Loss= 451.709457, Training Accuracy= 0.95333
Iter 153, Minibatch Loss= 4.280885, Training Accuracy= 0.99333
Iter 154, Minibatch Loss= 18.543516, Training Accuracy= 0.99333
Iter 155, Minibatch Loss= 215.328303, Training Accuracy= 0.98667
Iter 156, Minibatch Loss= 166.802862, Training Accuracy= 0.98667
Iter 157, Minibatch Loss= 122.344842, Training Accuracy= 0.98667
Iter 158, Minibatch Loss= 1.319714, Training Accuracy= 0.99333
Iter 159, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 160, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 161, Minibatch Loss= 98.412059, Training Accuracy= 0.99333
Iter 162, Minibatch Loss= 29.568958, Training Accuracy= 0.98667
Iter 163, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 164, Minibatch Loss= 38.888176, Training Accuracy= 0.99333
Iter 165, Minibatch Loss= 69.226461, Training Accuracy= 0.99333
Iter 166, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 167, Minibatch Loss= 6.003646, Training Accuracy= 0.99333
Iter 168, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 169, Minibatch Loss= 163.822266, Training Accuracy= 0.98000
Iter 170, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 171, Minibatch Loss= 1.162318, Training Accuracy= 0.99333
Iter 172, Minibatch Loss= 8.639609, Training Accuracy= 0.98667
Iter 173, Minibatch Loss= 137.142609, Training Accuracy= 0.99333
Iter 174, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 175, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 176, Minibatch Loss= 205.009242, Training Accuracy= 0.98000
Iter 177, Minibatch Loss= 12.367448, Training Accuracy= 0.99333
Iter 178, Minibatch Loss= 38.734401, Training Accuracy= 0.98667
Iter 179, Minibatch Loss= 88.619792, Training Accuracy= 0.98667
Iter 180, Minibatch Loss= 75.112447, Training Accuracy= 0.98667
Iter 181, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 182, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 183, Minibatch Loss= 187.982117, Training Accuracy= 0.98667
Iter 184, Minibatch Loss= 30.446485, Training Accuracy= 0.98667
Iter 185, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 186, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 187, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 188, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 189, Minibatch Loss= 5.186927, Training Accuracy= 0.99333
Iter 190, Minibatch Loss= 113.226354, Training Accuracy= 0.98667
Iter 191, Minibatch Loss= 160.732880, Training Accuracy= 0.99333
Iter 192, Minibatch Loss= 43.932719, Training Accuracy= 0.99333
Iter 193, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 194, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 195, Minibatch Loss= 59.505962, Training Accuracy= 0.98667
Iter 196, Minibatch Loss= 10.217292, Training Accuracy= 0.99333
Iter 197, Minibatch Loss= 17.279140, Training Accuracy= 0.99333
Iter 198, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 199, Minibatch Loss= 8.383646, Training Accuracy= 0.99333

Training complete!
('accuracy : ', 0.73333333333333328)
('precision : ', 0.71904761904761894)
('recall : ', 0.73333333333333328)
('f1 : ', 0.68282828282828278)


('Fold : ', 9)
Iter 0, Minibatch Loss= 237637.442708, Training Accuracy= 0.08000
Iter 1, Minibatch Loss= 147567.572917, Training Accuracy= 0.16000
Iter 2, Minibatch Loss= 154736.125000, Training Accuracy= 0.16667
Iter 3, Minibatch Loss= 107337.710938, Training Accuracy= 0.24000
Iter 4, Minibatch Loss= 120204.705729, Training Accuracy= 0.24667
Iter 5, Minibatch Loss= 88921.755208, Training Accuracy= 0.26667
Iter 6, Minibatch Loss= 67518.906250, Training Accuracy= 0.28000
Iter 7, Minibatch Loss= 71926.923177, Training Accuracy= 0.30000
Iter 8, Minibatch Loss= 48953.727865, Training Accuracy= 0.40000
Iter 9, Minibatch Loss= 58730.904948, Training Accuracy= 0.34000
Iter 10, Minibatch Loss= 34150.000651, Training Accuracy= 0.46667
Iter 11, Minibatch Loss= 44304.406250, Training Accuracy= 0.42000
Iter 12, Minibatch Loss= 27698.779297, Training Accuracy= 0.54667
Iter 13, Minibatch Loss= 30334.104167, Training Accuracy= 0.54000
Iter 14, Minibatch Loss= 25274.727865, Training Accuracy= 0.54667
Iter 15, Minibatch Loss= 25325.542318, Training Accuracy= 0.53333
Iter 16, Minibatch Loss= 25918.290365, Training Accuracy= 0.46667
Iter 17, Minibatch Loss= 20616.026693, Training Accuracy= 0.60000
Iter 18, Minibatch Loss= 19377.945638, Training Accuracy= 0.66667
Iter 19, Minibatch Loss= 16923.475260, Training Accuracy= 0.66000
Iter 20, Minibatch Loss= 11820.010742, Training Accuracy= 0.69333
Iter 21, Minibatch Loss= 16670.657227, Training Accuracy= 0.68667
Iter 22, Minibatch Loss= 7183.004476, Training Accuracy= 0.78000
Iter 23, Minibatch Loss= 7734.309408, Training Accuracy= 0.78667
Iter 24, Minibatch Loss= 12034.622396, Training Accuracy= 0.70667
Iter 25, Minibatch Loss= 8615.035970, Training Accuracy= 0.76667
Iter 26, Minibatch Loss= 6021.315267, Training Accuracy= 0.78667
Iter 27, Minibatch Loss= 6253.057454, Training Accuracy= 0.82000
Iter 28, Minibatch Loss= 7358.623372, Training Accuracy= 0.74667
Iter 29, Minibatch Loss= 4824.064453, Training Accuracy= 0.83333
Iter 30, Minibatch Loss= 6996.740885, Training Accuracy= 0.81333
Iter 31, Minibatch Loss= 4680.164632, Training Accuracy= 0.83333
Iter 32, Minibatch Loss= 3944.787679, Training Accuracy= 0.84000
Iter 33, Minibatch Loss= 3654.072184, Training Accuracy= 0.82667
Iter 34, Minibatch Loss= 4691.440348, Training Accuracy= 0.84000
Iter 35, Minibatch Loss= 3105.688395, Training Accuracy= 0.88667
Iter 36, Minibatch Loss= 2263.394531, Training Accuracy= 0.90000
Iter 37, Minibatch Loss= 2724.527995, Training Accuracy= 0.88000
Iter 38, Minibatch Loss= 1463.735474, Training Accuracy= 0.91333
Iter 39, Minibatch Loss= 3127.867879, Training Accuracy= 0.86667
Iter 40, Minibatch Loss= 830.722575, Training Accuracy= 0.93333
Iter 41, Minibatch Loss= 2136.696330, Training Accuracy= 0.90000
Iter 42, Minibatch Loss= 2216.824951, Training Accuracy= 0.86667
Iter 43, Minibatch Loss= 2392.143921, Training Accuracy= 0.91333
Iter 44, Minibatch Loss= 1409.362834, Training Accuracy= 0.90667
Iter 45, Minibatch Loss= 1814.864441, Training Accuracy= 0.89333
Iter 46, Minibatch Loss= 2379.804565, Training Accuracy= 0.90000
Iter 47, Minibatch Loss= 2046.843872, Training Accuracy= 0.92000
Iter 48, Minibatch Loss= 526.653328, Training Accuracy= 0.96000
Iter 49, Minibatch Loss= 1251.565053, Training Accuracy= 0.92667
Iter 50, Minibatch Loss= 1085.722483, Training Accuracy= 0.93333
Iter 51, Minibatch Loss= 819.463704, Training Accuracy= 0.96667
Iter 52, Minibatch Loss= 1377.727356, Training Accuracy= 0.93333
Iter 53, Minibatch Loss= 1403.134399, Training Accuracy= 0.93333
Iter 54, Minibatch Loss= 915.395487, Training Accuracy= 0.92000
Iter 55, Minibatch Loss= 901.431412, Training Accuracy= 0.92667
Iter 56, Minibatch Loss= 1281.156331, Training Accuracy= 0.92000
Iter 57, Minibatch Loss= 560.770159, Training Accuracy= 0.96667
Iter 58, Minibatch Loss= 1147.285034, Training Accuracy= 0.93333
Iter 59, Minibatch Loss= 1043.173726, Training Accuracy= 0.94667
Iter 60, Minibatch Loss= 760.742884, Training Accuracy= 0.96000
Iter 61, Minibatch Loss= 1257.145508, Training Accuracy= 0.93333
Iter 62, Minibatch Loss= 1042.157867, Training Accuracy= 0.95333
Iter 63, Minibatch Loss= 956.008293, Training Accuracy= 0.94000
Iter 64, Minibatch Loss= 453.823079, Training Accuracy= 0.97333
Iter 65, Minibatch Loss= 588.828552, Training Accuracy= 0.96667
Iter 66, Minibatch Loss= 909.537557, Training Accuracy= 0.95333
Iter 67, Minibatch Loss= 1178.566976, Training Accuracy= 0.94000
Iter 68, Minibatch Loss= 652.825521, Training Accuracy= 0.96000
Iter 69, Minibatch Loss= 530.242391, Training Accuracy= 0.94667
Iter 70, Minibatch Loss= 479.791245, Training Accuracy= 0.97333
Iter 71, Minibatch Loss= 380.402776, Training Accuracy= 0.95333
Iter 72, Minibatch Loss= 276.280996, Training Accuracy= 0.97333
Iter 73, Minibatch Loss= 674.629089, Training Accuracy= 0.97333
Iter 74, Minibatch Loss= 583.562790, Training Accuracy= 0.95333
Iter 75, Minibatch Loss= 488.040777, Training Accuracy= 0.97333
Iter 76, Minibatch Loss= 469.863749, Training Accuracy= 0.96667
Iter 77, Minibatch Loss= 379.179270, Training Accuracy= 0.97333
Iter 78, Minibatch Loss= 374.228971, Training Accuracy= 0.96667
Iter 79, Minibatch Loss= 125.409908, Training Accuracy= 0.98000
Iter 80, Minibatch Loss= 780.468933, Training Accuracy= 0.95333
Iter 81, Minibatch Loss= 225.141907, Training Accuracy= 0.98000
Iter 82, Minibatch Loss= 371.322876, Training Accuracy= 0.97333
Iter 83, Minibatch Loss= 172.604468, Training Accuracy= 0.98000
Iter 84, Minibatch Loss= 154.604952, Training Accuracy= 0.98000
Iter 85, Minibatch Loss= 20.036588, Training Accuracy= 0.98667
Iter 86, Minibatch Loss= 211.700727, Training Accuracy= 0.96667
Iter 87, Minibatch Loss= 308.266241, Training Accuracy= 0.98000
Iter 88, Minibatch Loss= 282.034019, Training Accuracy= 0.96667
Iter 89, Minibatch Loss= 460.417013, Training Accuracy= 0.96000
Iter 90, Minibatch Loss= 307.104365, Training Accuracy= 0.98000
Iter 91, Minibatch Loss= 643.101685, Training Accuracy= 0.94667
Iter 92, Minibatch Loss= 133.135732, Training Accuracy= 0.99333
Iter 93, Minibatch Loss= 432.530904, Training Accuracy= 0.98000
Iter 94, Minibatch Loss= 5.297865, Training Accuracy= 0.99333
Iter 95, Minibatch Loss= 86.881990, Training Accuracy= 0.98000
Iter 96, Minibatch Loss= 418.939607, Training Accuracy= 0.94667
Iter 97, Minibatch Loss= 39.476054, Training Accuracy= 0.99333
Iter 98, Minibatch Loss= 198.796345, Training Accuracy= 0.97333
Iter 99, Minibatch Loss= 43.949712, Training Accuracy= 0.99333
Iter 100, Minibatch Loss= 72.689073, Training Accuracy= 0.98667
Iter 101, Minibatch Loss= 172.665934, Training Accuracy= 0.98667
Iter 102, Minibatch Loss= 38.726250, Training Accuracy= 0.99333
Iter 103, Minibatch Loss= 46.352346, Training Accuracy= 0.99333
Iter 104, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 105, Minibatch Loss= 168.395253, Training Accuracy= 0.98000
Iter 106, Minibatch Loss= 110.034841, Training Accuracy= 0.99333
Iter 107, Minibatch Loss= 262.891815, Training Accuracy= 0.98000
Iter 108, Minibatch Loss= 517.852437, Training Accuracy= 0.98000
Iter 109, Minibatch Loss= 191.011925, Training Accuracy= 0.98667
Iter 110, Minibatch Loss= 221.855916, Training Accuracy= 0.99333
Iter 111, Minibatch Loss= 52.227346, Training Accuracy= 0.99333
Iter 112, Minibatch Loss= 265.568130, Training Accuracy= 0.97333
Iter 113, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 114, Minibatch Loss= 487.848267, Training Accuracy= 0.98667
